pkoakwood,nativity
1999,"Austin, Texas"
2001,"Austin, Texas"
2002,"Austin, Texas"
2003,"Austin, Texas"
2005,"Austin, Texas"
2006,"Philadelphia, Pennsylvania"
2007,"Austin, Texas"
2008,"Austin, Texas"
2009,Unknown
2010,Unknown
2011,"Travis County, Texas"
2014,Unknown
2015,"Bastrop, Texas"
2016,"Austin, Texas"
2018,"Austin, Texas"
2019,"Austin, Texas"
2020,"Austin, Texas"
2021,Unknown
2022,"Austin, Texas"
2023,"Austin, Texas"
2026,"Austin, Texas"
2027,Unknown
2028,"Austin, Texas"
2030,"Austin, Texas"
2031,"Austin, Texas"
2032,"Austin, Texas"
2034,Unknown
2035,Unknown
2037,Unknown
2038,"Austin, Texas"
2039,"Austin, Texas"
2040,"Austin, Texas"
2041,"Travis County, Texas"
2042,Unknown
2043,Unknown
2044,"Austin, Texas"
2045,"Austin, Texas"
2046,"Austin, Texas"
2047,"Austin, Texas"
2048,"Austin, Texas"
2049,"Austin, Texas"
2052,Unknown
2053,Unknown
2054,"Austin, Texas"
2055,Unknown
2056,Unknown
2057,Unknown
2058,"Austin, Texas"
2059,"Austin, Texas"
2060,"Austin, Texas"
2061,"Austin, Texas"
2062,"Austin, Texas"
2063,"Austin, Texas"
2065,"Travis County, Texas"
2066,"Austin, Texas"
2067,"Austin, Texas"
2069,"Austin, Texas"
2070,Unknown
2072,"Austin, Texas"
2073,"Austin, Texas"
2075,Unknown
2076,"Austin, Texas"
2078,Unknown
2079,"Onion Creek, Travis County"
2080,"Austin, Texas"
2081,"Austin, Texas"
2082,"Austin, Texas"
2083,"Austin, Texas"
2084,"Austin, Texas"
2086,"Austin, Texas"
2089,"Austin, Texas"
2092,"Austin, Texas"
2093,"Austin, Texas"
2095,"Austin, Texas"
2096,"Austin, Texas"
2097,"Austin, Texas"
2098,"Austin, Texas"
2100,Unknown
2101,"Austin, Texas"
2103,"New Orleans, Louisiana"
2105,"Austin, Texas"
2107,"Austin, Texas"
2108,"Blanco County, Texas"
2110,"Austin, Texas"
2112,"Austin, Texas"
2113,"Austin, Texas"
2114,"San Antonio, Texas"
2115,"Austin, Texas"
2116,"Austin, Texas"
2117,"Austin, Texas"
2118,"Austin, Texas"
2119,"Austin, Texas"
2121,"Austin, Texas"
2122,Unknown
2123,"Austin, Texas"
2124,"Austin, Texas"
2125,"Austin, Texas"
2126,"Austin, Texas"
2128,"Austin, Texas"
2130,"Austin, Texas"
2131,"Austin, Texas"
2132,"Austin, Texas"
2133,"Austin, Texas"
2134,"Austin, Texas"
2135,"Austin, Texas"
2136,"New Orleans, Louisiana"
2137,"Austin, Texas"
2138,Unknown
2139,"Travis County, Texas"
2140,"Austin, Texas"
2141,"Austin, Texas"
2142,"Austin, Texas"
2143,"Bastrop, Texas"
2144,"Travis County, Texas"
2145,"Austin, Texas"
2146,"Austin, Texas"
2147,"Austin, Texas"
2148,"Austin, Texas"
2149,"Austin, Texas"
2150,Unknown
2151,"Austin, Texas"
2152,"Austin, Texas"
2153,"Burnet County, Texas"
2154,"Travis County, Texas"
2155,"Austin, Texas"
2156,Unknown
2158,"Austin, Texas"
2159,"Austin, Texas"
2160,"Austin, Texas"
2161,"Austin, Texas"
2163,"Austin, Texas"
2164,"Austin, Texas"
2168,"Austin, Texas"
2170,"Austin, Texas"
2172,Unknown
2173,"Austin, Texas"
2174,"Austin, Texas"
2175,Unknown
2176,"Austin, Texas"
2177,"Austin, Texas"
2178,"Austin, Texas"
2179,"Austin, Texas"
2180,"Austin, Texas"
2182,Unknown
2183,"Austin, Texas"
2184,"Austin, Texas"
2186,"Austin, Texas"
2187,"Austin, Texas"
2188,"Bastrop, Texas"
2190,"Victoria County, Texas"
2192,Unknown
2194,"Navasota County, Texas"
2195,Unknown
2196,"Austin, Texas"
2197,Unknown
2198,Unknown
2199,Unknown
2200,Unknown
2201,Unknown
2202,"Austin, Texas"
2203,"Austin, Texas"
2204,"Austin, Texas"
2205,"Austin, Texas"
2207,"Austin, Texas"
2208,"Austin, Texas"
2209,"Austin, Texas"
2210,Unknown
2211,"Austin, Texas"
2212,"Austin, Texas"
2213,"Austin, Texas"
2214,Unknown
2216,Unknown
2217,"Austin, Texas"
2218,"Austin, Texas"
2219,"Austin, Texas"
2220,"Austin, Texas"
2221,"Austin, Texas"
2222,"Austin, Texas"
2223,"Travis County, Texas"
2224,Unknown
2226,Switzerland
2227,"Austin, Texas"
2228,"Austin, Texas"
2229,"Austin, Texas"
2230,"Austin, Texas"
2231,Unknown
2232,Unknown
2233,"Austin, Texas"
2234,"Austin, Texas"
2235,"Travis County, Texas"
2236,Unknown
2238,"Austin, Texas"
2239,"Austin, Texas"
2240,"Austin, Texas"
2241,"Austin, Texas"
2242,"Austin, Texas"
2243,"Austin, Texas"
2244,"Austin, Texas"
2245,"Austin, Texas"
2246,"Austin, Texas"
2248,"Austin, Texas"
2249,"Austin, Texas"
2250,"Austin, Texas"
2251,"Austin, Texas"
2252,"Austin, Texas"
2255,"Austin, Texas"
2256,"Austin, Texas"
2257,"Austin, Texas"
2260,"Austin, Texas"
2261,"Austin, Texas"
2263,"Austin, Texas"
2264,"Austin, Texas"
2265,"Austin, Texas"
2267,Unknown
2268,"Austin, Texas"
2269,"Travis County, Texas"
2272,"Austin, Texas"
2273,"Travis County, Texas"
2274,"Austin, Texas"
2276,Unknown
2277,Unknown
2279,"Travis County, Texas"
2281,"Austin, Texas"
2285,"Austin, Texas"
2286,"Austin, Texas"
2288,"Austin, Texas"
2289,"Austin, Texas"
2290,"Austin, Texas"
2291,Unknown
2292,"Austin, Texas"
2293,"Austin, Texas"
2294,"Austin, Texas"
2295,"Travis County, Texas"
2296,"Austin, Texas"
2297,"Austin, Texas"
2298,"Travis County, Texas"
2299,"Austin, Texas"
2300,Unknown
2301,"Travis County, Texas"
2302,"Austin, Texas"
2303,"Austin, Texas"
2304,"Austin, Texas"
2305,"Austin, Texas"
2306,"Austin, Texas"
2307,"Austin, Texas"
2308,"Travis County, Texas"
2309,"Austin, Texas"
2310,"Austin, Texas"
2311,Unknown
2312,Unknown
2313,"Austin, Texas"
2314,"Austin, Texas"
2315,"Austin, Texas"
2317,"Travis County, Texas"
2319,"Austin, Texas"
2320,Unknown
2321,"Austin, Texas"
2322,"Austin, Texas"
2323,"Austin, Texas"
2324,"Austin, Texas"
2325,Unknown
2328,Unknown
2329,Unknown
2330,Unknown
2331,"Austin, Texas"
2332,"Austin, Texas"
2333,"Austin, Texas"
2335,Unknown
2336,"Austin, Texas"
2337,"Austin, Texas"
2339,Unknown
2340,"Austin, Texas"
2341,"Saxony, Germany"
2342,"Austin, Texas"
2344,"Travis County, Texas"
2345,"Austin, Texas"
2346,Unknown
2347,"Austin, Texas"
2348,"Austin, Texas"
2349,"Austin, Texas"
2350,"Austin, Texas"
2351,"Austin, Texas"
2352,"Travis County, Texas"
2353,Unknown
2354,"Austin, Texas"
2355,Unknown
2356,"Austin, Texas"
2357,Unknown
2358,"Austin, Texas"
2359,"Austin, Texas"
2360,"Austin, Texas"
2361,"Austin, Texas"
2362,"Austin, Texas"
2363,Unknown
2364,"Austin, Texas"
2365,"Austin, Texas"
2366,"Austin, Texas"
2367,"Round Rock, Texas"
2369,"Austin, Texas"
2370,"Austin, Texas"
2371,"Austin, Texas"
2373,"Austin, Texas"
2374,"Austin, Texas"
2375,"Austin, Texas"
2376,"Austin, Texas"
2377,"Austin, Texas"
2378,Unknown
2379,Unknown
2380,"Austin, Texas"
2381,"Austin, Texas"
2382,"Hessen, Germany"
2383,"Austin, Texas"
2384,"Travis County, Texas"
2385,"Austin, Texas"
2386,"Austin, Texas"
2388,"Austin, Texas"
2389,"Austin, Texas"
2390,Unknown
2391,Unknown
2392,"Austin, Texas"
2393,"Austin, Texas"
2394,"Austin, Texas"
2395,"Austin, Texas"
2396,"Austin, Texas"
2397,"Travis County, Texas"
2398,"Austin, Texas"
2400,"Austin, Texas"
2401,"Austin, Texas"
2402,"Austin, Texas"
2403,Unknown
2405,"Austin, Texas"
2406,"Austin, Texas"
2407,"Austin, Texas"
2408,Unknown
2409,"Austin, Texas"
2410,"Austin, Texas"
2411,"Austin, Texas"
2412,"Austin, Texas"
2413,"Austin, Texas"
2414,Unknown
2415,Unknown
2416,"Austin, Texas"
2417,"Austin, Texas"
2418,"Austin, Texas"
2419,"Austin, Texas"
2421,"Austin, Texas"
2422,"Travis County, Texas"
2423,"Austin, Texas"
2424,"Austin, Texas"
2425,"Travis County, Texas"
2426,"Austin, Texas"
2427,"Travis County, Texas"
2428,"Austin, Texas"
2429,"Austin, Texas"
2430,"Austin, Texas"
2431,"Austin, Texas"
2432,"Boston, Massachusetts"
2434,"Travis County, Texas"
2435,"Travis County, Texas"
2437,"Austin, Texas"
2438,"Austin, Texas"
2440,"Austin, Texas"
2442,Unknown
2443,"Austin, Texas"
2444,"Austin, Texas"
2446,"Chautauqua, New York"
2447,"Austin, Texas"
2448,Unknown
2449,"Austin, Texas"
2450,"Austin, Texas"
2451,"Austin, Texas"
2452,"Austin, Texas"
2453,"Austin, Texas"
2454,"Austin, Texas"
2455,"Travis County, Texas"
2456,"Austin, Texas"
2457,"Austin, Texas"
2458,"Austin, Texas"
2459,"Austin, Texas"
2460,"Austin, Texas"
2461,"Austin, Texas"
2462,"Austin, Texas"
2463,"Austin, Texas"
2464,"New Orleans, Louisiana"
2466,"Austin, Texas"
2467,"Austin, Texas"
2468,"Travis County, Texas"
2470,"Austin, Texas"
2471,"Austin, Texas"
2472,"Austin, Texas"
2474,"Travis County, Texas"
2475,"Austin, Texas"
2476,Unknown
2477,"Austin, Texas"
2478,Unknown
2479,"Austin, Texas"
2481,"Austin, Texas"
2482,"Austin, Texas"
2483,"Austin, Texas"
2484,"Austin, Texas"
2485,"Austin, Texas"
2486,"Travis County, Texas"
2488,"Hays County, Texas"
2489,"Austin, Texas"
2490,"Austin, Texas"
2495,Unknown
2497,"Austin, Texas"
2498,"Austin, Texas"
2499,"Austin, Texas"
2500,Unknown
2501,"Austin, Texas"
2502,"Austin, Texas"
2503,"Austin, Texas"
2504,"Bell County, Texas"
2505,Unknown
2506,Unknown
2507,"Austin, Texas"
2509,"Austin, Texas"
2510,Unknown
2511,"Austin, Texas"
2512,"Austin, Texas"
2513,"Austin, Texas"
2514,Unknown
2515,"Austin, Texas"
2516,"Austin, Texas"
2517,"Austin, Texas"
2519,"Austin, Texas"
2521,"Austin, Texas"
2522,"Austin, Texas"
2525,"Austin, Texas"
2526,"Austin, Texas"
2527,Unknown
2528,Unknown
2530,"Austin, Texas"
2531,"Austin, Texas"
2533,"Austin, Texas"
2536,"Austin, Texas"
2537,Unknown
2538,Unknown
2539,"Austin, Texas"
2541,Unknown
2542,Unknown
2543,"Austin, Texas"
2544,"Austin, Texas"
2545,"Austin, Texas"
2546,Unknown
2547,"Austin, Texas"
2548,"Austin, Texas"
2549,"Austin, Texas"
2550,"Austin, Texas"
2551,"Austin, Texas"
2552,Unknown
2554,Unknown
2555,"Austin, Texas"
2556,"Austin, Texas"
2557,"Austin, Texas"
2558,Unknown
2559,"Travis County, Texas"
2562,"Austin, Texas"
2564,"Austin, Texas"
2567,"Austin, Texas"
2568,"Austin, Texas"
2569,"Austin, Texas"
2570,Unknown
2571,Unknown
2572,Unknown
2573,"Travis County, Texas"
2574,"Travis County, Texas"
2575,Unknown
2577,Unknown
2579,"Austin, Texas"
2582,"Austin, Texas"
2583,"Austin, Texas"
2586,"Austin, Texas"
2587,"Austin, Texas"
2588,"Austin, Texas"
2589,Unknown
2591,"Austin, Texas"
2594,"Austin, Texas"
2597,"Austin, Texas"
2598,"Austin, Texas"
2599,Unknown
2600,"Austin, Texas"
2602,"Austin, Texas"
2603,"Austin, Texas"
2604,"Austin, Texas"
2605,"Austin, Texas"
2606,Unknown
2607,"Austin, Texas"
2608,"Austin, Texas"
2609,"Austin, Texas"
2610,Military Institute
2611,"Austin, Texas"
2613,Unknown
2614,"Travis County, Texas"
2615,"Austin, Texas"
2616,"Austin, Texas"
2618,"Austin, Texas"
2619,"Austin, Texas"
2620,"Austin, Texas"
2621,"Austin, Texas"
2623,"Austin, Texas"
2624,"Austin, Texas"
2625,"Hays County, Texas"
2626,"Austin, Texas"
2627,Switzerland
2629,"Austin, Texas"
2630,"Austin, Texas"
2631,Italy
2632,"Austin, Texas"
2633,"Austin, Texas"
2634,"Austin, Texas"
2635,"Austin, Texas"
2636,"San Marcos, Texas"
2637,"Austin, Texas"
2638,"Austin, Texas"
2639,"Austin, Texas"
2640,"Austin, Texas"
2641,"Templeton, Massachusetts"
2642,"Austin, Texas"
2644,Unknown
2645,"Austin, Texas"
2647,"Austin, Texas"
2648,"Austin, Texas"
2649,"Austin, Texas"
2650,"Austin, Texas"
2651,"Austin, Texas"
2652,"Austin, Texas"
2653,"Travis County, Texas"
2654,Unknown
2655,"Austin, Texas"
2656,"Austin, Texas"
2657,"Austin, Texas"
2658,"Austin, Texas"
2659,Unknown
2660,"Austin, Texas"
2661,"Austin, Texas"
2662,"Austin, Texas"
2664,"Austin, Texas"
2665,Unknown
2666,"Austin, Texas"
2668,"Georgetown, Texas"
2669,"Austin, Texas"
2670,"Austin, Texas"
2671,"Travis County, Texas"
2672,"Austin, Texas"
2673,"Austin, Texas"
2674,"Austin, Texas"
2675,"Austin, Texas"
2677,"Austin, Texas"
2678,"Austin, Texas"
2679,"Austin, Texas"
2680,"Austin, Texas"
2682,"Austin, Texas"
2683,"Austin, Texas"
2684,"Austin, Texas"
2685,"Austin, Texas"
2686,"Austin, Texas"
2687,Unknown
2689,"Austin, Texas"
2690,Unknown
2691,"Travis County, Texas"
2692,"Austin, Texas"
2693,"Austin, Texas"
2694,"Austin, Texas"
2696,"Austin, Texas"
2697,"Austin, Texas"
2698,"Austin, Texas"
2700,"Austin, Texas"
2701,"Austin, Texas"
2704,"Travis County, Texas"
2705,"Austin, Texas"
2706,"Travis County, Texas"
2707,"Hempstead, Texas"
2709,Unknown
2712,"Austin, Texas"
2713,"Austin, Texas"
2714,"Austin, Texas"
2717,"Travis County, Texas"
2718,"Austin, Texas"
2719,"Austin, Texas"
2720,Unknown
2723,Denison
2724,"Austin, Texas"
2725,Unknown
2726,"Austin, Texas"
2727,"Austin, Texas"
2728,Unknown
2729,"Austin, Texas"
2730,"Austin, Texas"
2731,"Austin, Texas"
2732,"Austin, Texas"
2733,"Austin, Texas"
2735,"Austin, Texas"
2736,"Travis County, Texas"
2738,"Austin, Texas"
2739,Lavaca County
2742,"Austin, Texas"
2743,Unknown
2744,"Austin, Texas"
2745,"Austin, Texas"
2746,"Austin, Texas"
2748,"Austin, Texas"
2749,Unknown
2750,"Austin, Texas"
2751,Unknown
2752,"Austin, Texas"
2753,Unknown
2754,"Austin, Texas"
2755,"Travis County, Texas"
2757,"Austin, Texas"
2759,Unknown
2760,"Austin, Texas"
2761,"San Marcos, Texas"
2762,"Austin, Texas"
2763,Unknown
2764,Unknown
2765,Unknown
2767,"Travis County, Texas"
2768,Unknown
2769,Unknown
2773,"Austin, Texas"
2774,"Austin, Texas"
2775,"Austin, Texas"
2776,"Austin, Texas"
2777,"Austin, Texas"
2778,"Austin, Texas"
2779,"Austin, Texas"
2780,"Austin, Texas"
2781,"Austin, Texas"
2782,"Travis County, Texas"
2784,Unknown
2785,"Austin, Texas"
2786,"Austin, Texas"
2787,"Austin, Texas"
2788,Unknown
2789,"Austin, Texas"
2790,"Austin, Texas"
2791,"Austin, Texas"
2792,"Austin, Texas"
2793,Unknown
2794,"Austin, Texas"
2795,"Austin, Texas"
2796,"Travis County, Texas"
2797,"Austin, Texas"
2799,"Travis County, Texas"
2800,"Austin, Texas"
2801,"Austin, Texas"
2802,Unknown
2803,"Austin, Texas"
2804,Unknown
2806,"Austin, Texas"
2807,"Travis County, Texas"
2809,Unknown
2810,"Austin, Texas"
2811,"Austin, Texas"
2812,Unknown
2813,"Austin, Texas"
2814,Unknown
2815,"Austin, Texas"
2816,Unknown
2817,Unknown
2818,"Taylor, Texas"
2819,"Austin, Texas"
2821,Unknown
2822,Unknown
2823,Unknown
2824,"Austin, Texas"
2825,"Austin, Texas"
2826,Unknown
2827,Unknown
2830,Unknown
2831,"Limestone County, Texas"
2833,Unknown
2834,Unknown
2839,Unknown
2840,Unknown
2841,Unknown
2842,"Austin, Texas"
2843,"Austin, Texas"
2844,Unknown
2846,Unknown
2848,"Austin, Texas"
2849,Unknown
2851,Unknown
2852,Unknown
2853,"Austin, Texas"
2855,Unknown
2856,Unknown
2857,"Austin, Texas"
2858,Unknown
2859,"Austin, Texas"
2861,"Austin, Texas"
2863,"Austin, Texas"
2864,Unknown
2865,Unknown
2866,"Austin, Texas"
2867,Unknown
2868,"Austin, Texas"
2870,"Austin, Texas"
2873,Unknown
2874,"Caldwell County, Texas"
2875,"Austin, Texas"
2877,"Austin, Texas"
2878,"Austin, Texas"
2879,"Austin, Texas"
2881,"Austin, Texas"
2882,"Austin, Texas"
2883,Unknown
2884,"Austin, Texas"
2885,"Austin, Texas"
2886,"Austin, Texas"
2887,Clarksville
2888,Unknown
2889,"Austin, Texas"
2890,"Austin, Texas"
2891,"Austin, Texas"
2892,Unknown
2893,Unknown
2894,"Austin, Texas"
2895,"Austin, Texas"
2896,"Austin, Texas"
2897,Unknown
2898,"Austin, Texas"
2899,"Austin, Texas"
2900,"Austin, Texas"
2901,"Austin, Texas"
2902,"Austin, Texas"
2903,Unknown
2904,"Austin, Texas"
2905,"Austin, Texas"
2907,"Austin, Texas"
2910,"Austin, Texas"
2912,"Austin, Texas"
2913,Unknown
2914,"Austin, Texas"
2916,Unknown
2917,"Austin, Texas"
2918,Unknown
2919,"Austin, Texas"
2920,"Austin, Texas"
2921,"Austin, Texas"
2923,"Austin, Texas"
2924,"Austin, Texas"
2926,Washington County
2927,"Austin, Texas"
2930,"Austin, Texas"
2932,"Austin, Texas"
2933,"Austin, Texas"
2934,"Austin, Texas"
2935,"Robertson County, Texas"
2936,Unknown
2937,"Austin, Texas"
2938,"Travis County, Texas"
2939,Mason County
2940,Unknown
2942,Unknown
2943,South Carolina
2945,"Austin, Texas"
2946,Unknown
2947,"Austin, Texas"
2948,"Austin, Texas"
2949,"Austin, Texas"
2950,"Austin, Texas"
2951,"Austin, Texas"
2952,"Austin, Texas"
2953,"Austin, Texas"
2954,Unknown
2955,"Austin, Texas"
2956,"Austin, Texas"
2957,"Austin, Texas"
2958,"Round Rock, Texas"
2959,"Austin, Texas"
2960,"Travis County, Texas"
2961,Unknown
2962,"Austin, Texas"
2963,"Austin, Texas"
2964,"Austin, Texas"
2965,"Austin, Texas"
2966,"Travis County, Texas"
2967,Unknown
2969,"Austin, Texas"
2970,Unknown
2971,"Austin, Texas"
2973,"Austin, Texas"
2974,"Austin, Texas"
2975,"Travis County, Texas"
2976,"La Grange, Texas"
2977,Unknown
2978,Mississippi
2979,"Austin, Texas"
2980,Unknown
2981,Unknown
2982,"Travis County, Texas"
2984,"Austin, Texas"
2986,"Austin, Texas"
2987,"Austin, Texas"
2988,"Austin, Texas"
2989,"Austin, Texas"
2991,"Austin, Texas"
2992,"Austin, Texas"
2993,Unknown
2995,"Austin, Texas"
2996,"Austin, Texas"
2997,"Austin, Texas"
2998,"Round Rock, Texas"
2999,"Austin, Texas"
3000,"Austin, Texas"
3001,Unknown
3002,"Harrison County, Texas"
3003,Unknown
3004,"Austin, Texas"
3005,Unknown
3006,"Austin, Texas"
3007,Missouri
3008,"Austin, Texas"
3010,Unknown
3011,"Austin, Texas"
3015,"Austin, Texas"
3016,"Austin, Texas"
3017,"Travis County, Texas"
3020,"Travis County, Texas"
3022,"Austin, Texas"
3023,Unknown
3024,"Austin, Texas"
3025,"Austin, Texas"
3026,"Round Rock, Texas"
3027,Unknown
3028,Unknown
3029,"Austin, Texas"
3030,"Round Rock, Texas"
3031,"Travis County, Texas"
3032,"Austin, Texas"
3033,"Austin, Texas"
3034,"Austin, Texas"
3035,"Austin, Texas"
3036,"Austin, Texas"
3038,"Austin, Texas"
3039,"Austin, Texas"
3040,Unknown
3041,Unknown
3042,"Austin, Texas"
3043,"Austin, Texas"
3044,"Austin, Texas"
3045,"Harrison County, Texas"
3047,"Austin, Texas"
3048,"Nacogdoches, Texas"
3049,"Austin, Texas"
3051,"Austin, Texas"
3052,"Travis County, Texas"
3054,Unknown
3055,Unknown
3056,Unknown
3057,"Travis County, Texas"
3058,"Austin, Texas"
3060,"Austin, Texas"
3061,Unknown
3062,"Austin, Texas"
3063,"Austin, Texas"
3064,"Travis County, Texas"
3065,Unknown
3066,"Austin, Texas"
3067,"Travis County, Texas"
3068,"Travis County, Texas"
3069,"Austin, Texas"
3070,"Travis County, Texas"
3071,"Austin, Texas"
3072,"Travis County, Texas"
3073,"Austin, Texas"
3074,"Travis County, Texas"
3075,"Austin, Texas"
3076,Unknown
3077,"Austin, Texas"
3078,Unknown
3079,"Travis County, Texas"
3080,Unknown
3081,"Austin, Texas"
3082,Unknown
3083,"Travis County, Texas"
3084,"Austin, Texas"
3085,Unknown
3086,"Austin, Texas"
3087,Unknown
3088,"Austin, Texas"
3089,"Austin, Texas"
3091,"Travis County, Texas"
3093,"Travis County, Texas"
3094,Unknown
3095,Unknown
3098,Unknown
3099,"Austin, Texas"
3100,"Travis County, Texas"
3101,"Austin, Texas"
3103,"Gloucester County, Virginia"
3104,Alabama
3107,"Austin, Texas"
3109,"Travis County, Texas"
3110,"Austin, Texas"
3111,"Austin, Texas"
3112,Unknown
3113,Unknown
3114,"Austin, Texas"
3117,"Austin, Texas"
3118,"Gonzales, Texas"
3119,"Austin, Texas"
3120,"Austin, Texas"
3121,"Austin, Texas"
3124,"Austin, Texas"
3126,Unknown
3127,Unknown
3129,"Austin, Texas"
3130,Unknown
3132,"Austin, Texas"
3133,"Austin, Texas"
3134,Unknown
3135,Unknown
3137,"Austin, Texas"
3138,"Austin, Texas"
3139,Unknown
3142,Unknown
3143,Unknown
3145,"Austin, Texas"
3146,Unknown
3147,Unknown
3148,"Austin, Texas"
3149,"Austin, Texas"
3150,Unknown
3151,"Austin, Texas"
3152,Unknown
3153,Unknown
3154,"Austin, Texas"
3155,"Austin, Texas"
3156,Unknown
3157,"Williamson County, Texas"
3160,"Austin, Texas"
3161,"Travis County, Texas"
3162,"Austin, Texas"
3163,Unknown
3164,"Austin, Texas"
3165,"Austin, Texas"
3166,"Austin, Texas"
3167,"Austin, Texas"
3168,"Austin, Texas"
3169,"Austin, Texas"
3170,Unknown
3172,Unknown
3173,Unknown
3176,Unknown
3178,Unknown
3186,Unknown
3187,"Austin, Texas"
3189,Unknown
3193,Unknown
3194,Unknown
3196,Unknown
3197,Unknown
3199,Unknown
3200,"Travis County, Texas"
3201,"Austin, Texas"
3202,Unknown
3206,"Travis County, Texas"
3207,"Austin, Texas"
3208,"Austin, Texas"
3209,Unknown
3210,"Austin, Texas"
3211,Unknown
3212,Unknown
3213,"Austin, Texas"
3214,"Austin, Texas"
3216,"Austin, Texas"
3217,"Austin, Texas"
3218,"Austin, Texas"
3220,"Austin, Texas"
3221,Unknown
3222,Unknown
3224,"Austin, Texas"
3225,"Austin, Texas"
3226,"Austin, Texas"
3227,Unknown
3228,Unknown
3229,"Austin, Texas"
3230,Unknown
3232,"Burnet County, Texas"
3235,"Austin, Texas"
3236,"Austin, Texas"
3237,"Travis County, Texas"
3238,"Austin, Texas"
3239,"Austin, Texas"
3240,"Austin, Texas"
3241,Unknown
3243,"Austin, Texas"
3244,Unknown
3245,"Austin, Texas"
3246,"Travis County, Texas"
3247,Unknown
3248,"Bastrop, Texas"
3250,Unknown
3251,"Austin, Texas"
3252,"Austin, Texas"
3254,"Austin, Texas"
3255,"Austin, Texas"
3256,Unknown
3257,"Austin, Texas"
3258,"Austin, Texas"
3259,"Austin, Texas"
3261,"Austin, Texas"
3263,"Austin, Texas"
3264,"Austin, Texas"
3266,"Austin, Texas"
3267,Unknown
3268,"Austin, Texas"
3270,"Austin, Texas"
3271,"Austin, Texas"
3273,"Austin, Texas"
3274,"Austin, Texas"
3275,Unknown
3278,"Austin, Texas"
3280,"Austin, Texas"
3281,"Austin, Texas"
3282,"St. Louis, Missouri"
3285,"Austin, Texas"
3286,"Austin, Texas"
3287,"Austin, Texas"
3288,"Austin, Texas"
3289,Unknown
3291,America
3292,"Austin, Texas"
3294,"Austin, Texas"
3296,Unknown
3297,Unknown
3298,"Austin, Texas"
3299,Unknown
3300,"Travis County, Texas"
3301,"Bastrop, Texas"
3302,Unknown
3304,Unknown
3305,Unknown
3306,"Austin, Texas"
3307,"Austin, Texas"
3309,Unknown
3310,"Travis County, Texas"
3311,"Austin, Texas"
3312,"Austin, Texas"
3314,"Austin, Texas"
3315,"Austin, Texas"
3316,"Austin, Texas"
3317,"Austin, Texas"
3320,"Austin, Texas"
3321,"Austin, Texas"
3322,"Austin, Texas"
3324,"Austin, Texas"
3326,"Austin, Texas"
3328,"Austin, Texas"
3329,"Austin, Texas"
3333,Unknown
3334,Unknown
3335,"Austin, Texas"
3337,"Austin, Texas"
3339,Unknown
3340,"Austin, Texas"
3344,"Austin, Texas"
3346,"Austin, Texas"
3348,"Austin, Texas"
3350,Unknown
3351,"Austin, Texas"
3352,Unknown
3353,"Austin, Texas"
3354,"Austin, Texas"
3357,"Austin, Texas"
3358,"Austin, Texas"
3359,"Austin, Texas"
3361,Unknown
3363,"Austin, Texas"
3364,"Austin, Texas"
3365,Unknown
3367,Unknown
3369,Unknown
3370,"Austin, Texas"
3371,Unknown
3373,"Austin, Texas"
3374,"Austin, Texas"
3376,"Austin, Texas"
3377,"Austin, Texas"
3378,Unknown
3379,"Austin, Texas"
3381,"Austin, Texas"
3382,"Austin, Texas"
3383,"Comfort, Texas"
3384,Unknown
3385,Unknown
3386,Unknown
3387,"Webberville, Texas"
3389,"Austin, Texas"
3390,"Austin, Texas"
3391,Unknown
3393,"Austin, Texas"
3394,"Austin, Texas"
3395,"Travis County, Texas"
3396,Unknown
3397,"Travis County, Texas"
3399,Unknown
3400,"Austin, Texas"
3402,"Austin, Texas"
3403,"Austin, Texas"
3405,"Austin, Texas"
3407,Unknown
3408,Unknown
3411,Unknown
3413,"Austin, Texas"
3414,"Travis County, Texas"
3418,"Austin, Texas"
3421,"Austin, Texas"
3425,Unknown
3426,Unknown
3427,"Austin, Texas"
3431,Unknown
3432,"Austin, Texas"
3433,Unknown
3434,"Austin, Texas"
3435,Unknown
3438,Unknown
3439,Unknown
3440,Unknown
3441,Unknown
3442,Unknown
3443,"Austin, Texas"
3444,"Austin, Texas"
3445,Unknown
3446,Unknown
3447,Unknown
3448,Unknown
3450,"Austin, Texas"
3453,"Austin, Texas"
3457,"Austin, Texas"
3458,"Austin, Texas"
3461,Unknown
3462,Unknown
3463,Unknown
3464,Unknown
3465,Unknown
3466,Unknown
3467,"Austin, Texas"
3468,"Austin, Texas"
3470,"Austin, Texas"
3471,"Austin, Texas"
3472,Unknown
3473,"Austin, Texas"
3474,Unknown
3475,Unknown
3477,Unknown
3479,"Austin, Texas"
3480,Unknown
3483,"Austin, Texas"
3484,"Austin, Texas"
3485,Unknown
3486,Unknown
3487,Unknown
3488,Unknown
3492,Unknown
3493,"Austin, Texas"
3494,Unknown
3495,Unknown
3496,"Austin, Texas"
3497,Unknown
3498,"New Orleans, Louisiana"
3499,Unknown
3500,"Austin, Texas"
3501,Unknown
3502,"Austin, Texas"
3503,"Austin, Texas"
3504,"Austin, Texas"
3505,Unknown
3506,Unknown
3507,"San Antonio, Texas"
3508,Unknown
3510,Unknown
3511,Unknown
3512,"Austin, Texas"
3513,"Austin, Texas"
3514,Unknown
3517,Unknown
3520,"Austin, Texas"
3521,"Austin, Texas"
3522,"Austin, Texas"
3523,"Austin, Texas"
